user_id,call_drtn_mthly,gt0_call_mthly,zero_call_mthly,gb_mthly,msg_mthly,xtr_prft_cll_msg_int,xtr_prft_cll_mthly,xtr_prft_msg_mthly,xtr_prft_int_mthly,user_packege,mnts_ndd_mthly_bll,msg_ndd_mthly_bll,gb_ndd_mthly_bll
1149,"[0, 0, 0, 0, 0, 0, 0, 0, 73]","[0, 0, 0, 0, 0, 0, 32, 54, 66]","[0, 0, 0, 0, 0, 0, 7, 18, 14]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.19]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.19]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",surf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 278.52, 448.98, 573.1200000000001]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 3, 13, 12]"
1150,"[0, 0, 0]","[58, 60, 59]","[18, 18, 13]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0, 0, 0]",ultimate,"[424.41, 472.58, 498.58000000000004]","[0, 0, 0]","[13, 19, 13]"
1151,"[0, 0, 0, 0, 0, 0, 24, 0, 243]","[0, 0, 0, 0, 0, 49, 73, 64, 82]","[0, 0, 0, 0, 0, 12, 19, 19, 22]","[0, 0, 0, 0, 0, 0, 4, 2, 0]","[0, 0, 0, 0, 0, 11, 10, 14, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.32999999999999996, 41.02, 20.42, 7.32]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.72, 0.0, 7.29]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.32999999999999996, 0.3, 0.42, 0.03]","[0, 0, 0, 0, 0, 0, 40, 20, 0]",surf,"[0.0, 0.0, 0.0, 0.0, 0.0, 429.17, 524.09, 444.64000000000004, 742.24]","[0, 0, 0, 0, 0, 61, 60, 64, 51]","[0, 0, 0, 0, 0, 14, 19, 17, 14]"
1152,[104],[69],[15],[2],[0],[23.12],[3.12],[0.0],[20],surf,[603.8299999999999],[0],[17]
1153,"[78, 107, 120, 206, 141, 18]","[66, 70, 68, 78, 82, 60]","[9, 14, 14, 18, 18, 14]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[2.34, 13.21, 3.5999999999999996, 6.18, 4.2299999999999995, 0.54]","[2.34, 3.21, 3.5999999999999996, 6.18, 4.2299999999999995, 0.54]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 10, 0, 0, 0, 0]",surf,"[577.97, 606.47, 620.0900000000001, 705.46, 640.5600000000001, 518.02]","[0, 0, 0, 0, 0, 0]","[13, 16, 15, 15, 13, 12]"
1154,"[0, 0, 0, 0, 0]","[0, 0, 17, 33, 30]","[0, 0, 1, 8, 7]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0]",ultimate,"[0.0, 0.0, 173.95, 300.78000000000003, 231.08]","[0, 0, 40, 67, 71]","[0, 0, 10, 16, 16]"
1155,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 29, 27, 30, 18, 28, 28, 31, 25, 28]","[6, 7, 6, 3, 8, 7, 6, 4, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[237.91, 255.01, 258.5, 247.60999999999999, 119.91000000000001, 217.79, 176.87, 258.12, 240.92000000000002, 240.06999999999996]","[30, 44, 41, 35, 31, 29, 41, 32, 26, 32]","[19, 22, 15, 20, 21, 26, 24, 21, 24, 23]"
1156,"[0, 17, 61, 0, 0, 0, 0, 87, 0]","[8, 65, 61, 48, 58, 46, 46, 73, 45]","[1, 21, 18, 9, 14, 16, 13, 12, 11]","[0, 9, 8, 4, 5, 7, 1, 6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 90.51, 81.83, 40.0, 50.0, 70.0, 10.0, 62.61, 40.0]","[0.0, 0.51, 1.8299999999999998, 0.0, 0.0, 0.0, 0.0, 2.61, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 90, 80, 40, 50, 70, 10, 60, 40]",surf,"[82.39000000000001, 516.23, 560.9699999999999, 449.28, 450.95, 373.33999999999986, 321.99, 586.41, 385.87]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 24, 23, 19, 20, 22, 16, 21, 19]"
1157,"[0, 0, 9, 0, 0]","[40, 48, 65, 50, 48]","[8, 11, 9, 9, 18]","[0, 2, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.0, 20.0, 0.27, 0.0, 0.0]","[0.0, 0.0, 0.27, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 20, 0, 0, 0]",surf,"[311.62, 351.9, 508.77, 390.62000000000006, 410.38]","[0, 0, 0, 0, 0]","[7, 17, 10, 10, 9]"
1158,[0],[44],[15],[0],[0],[0.0],[0.0],[0.0],[0],ultimate,[427.11],[0],[19]
1159,"[0, 0, 0, 0, 0]","[32, 106, 95, 92, 101]","[9, 25, 26, 25, 23]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0]",ultimate,"[303.77, 888.3000000000001, 834.0500000000003, 881.0, 855.23]","[40, 109, 104, 96, 109]","[6, 13, 13, 18, 13]"
1160,"[0, 0, 0, 141, 24, 22, 144, 152, 112, 38]","[0, 0, 39, 70, 61, 63, 68, 75, 71, 58]","[0, 0, 12, 11, 15, 15, 11, 18, 15, 22]","[0, 0, 0, 6, 3, 2, 8, 0, 10, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 64.23, 30.72, 20.66, 84.32, 4.56, 103.36, 81.14]","[0.0, 0.0, 0.0, 4.2299999999999995, 0.72, 0.6599999999999999, 4.32, 4.56, 3.36, 1.14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 60, 30, 20, 80, 0, 100, 80]",surf,"[0.0, 0.0, 270.4, 640.74, 523.99, 521.6600000000001, 644.14, 651.19, 611.5099999999999, 537.6600000000001]","[0, 0, 11, 14, 12, 17, 26, 20, 12, 12]","[0, 0, 8, 21, 18, 17, 23, 14, 25, 23]"
1161,[0],[81],[14],[0],[0],[0.0],[0.0],[0.0],[0],ultimate,[717.9499999999999],[2],[12]
1162,"[0, 0, 0, 0, 0]","[0, 0, 1, 50, 43]","[0, 0, 1, 15, 12]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0]",ultimate,"[0.0, 0.0, 1.35, 445.18000000000006, 343.07000000000005]","[0, 0, 2, 37, 31]","[0, 0, 1, 14, 21]"
1163,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 6, 54, 52, 71, 67]","[0, 0, 0, 0, 0, 0, 2, 16, 13, 13, 13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 53.76, 475.28, 443.67, 661.0999999999999, 520.8100000000001]","[0, 0, 0, 0, 0, 0, 0, 6, 3, 7, 11]","[0, 0, 0, 0, 0, 0, 2, 18, 16, 18, 26]"
1164,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 36, 47, 44, 45, 46, 52, 54, 33]","[0, 0, 8, 9, 14, 14, 9, 11, 13, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[0.0, 0.0, 294.59000000000003, 405.91, 362.18999999999994, 376.47999999999996, 396.14, 413.71000000000004, 463.38999999999993, 270.39]","[0, 0, 23, 31, 22, 26, 26, 30, 29, 22]","[0, 0, 11, 15, 15, 14, 17, 11, 19, 18]"
1165,"[0, 0]","[15, 19]","[5, 3]","[6, 0]","[0, 0]","[60.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[60, 0]",surf,"[108.49000000000001, 137.35]","[39, 25]","[21, 14]"
1166,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 18, 24, 22]","[0, 0, 0, 0, 4, 4, 9]","[0, 0, 0, 0, 4, 6, 13]","[0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 40.0, 60.0, 130.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 40, 60, 130]",surf,"[0.0, 0.0, 0.0, 0.0, 189.17, 200.76999999999998, 173.10000000000002]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 19, 21, 28]"
1167,"[0, 0, 99, 91, 120, 0, 97, 105]","[0, 25, 63, 65, 65, 46, 67, 65]","[0, 9, 8, 21, 13, 11, 13, 14]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 5, 0, 0, 0, 0]","[0.0, 0.0, 2.9699999999999998, 2.88, 3.5999999999999996, 0.0, 12.91, 3.15]","[0.0, 0.0, 2.9699999999999998, 2.73, 3.5999999999999996, 0.0, 2.9099999999999997, 3.15]","[0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 10, 0]",surf,"[0.0, 229.39000000000001, 598.61, 590.95, 619.4200000000001, 354.02000000000004, 596.8900000000001, 605.01]","[0, 30, 42, 55, 34, 46, 48, 44]","[0, 7, 15, 10, 12, 12, 16, 15]"
1168,,,,,,,,,,,,,
1169,,,,,,,,,,,,,
1170,"[271, 253, 220]","[89, 89, 94]","[16, 25, 21]","[10, 16, 5]","[0, 0, 0]","[108.13, 167.59, 56.6]","[8.129999999999999, 7.59, 6.6]","[0.0, 0.0, 0.0]","[100, 160, 50]",surf,"[770.38, 753.02, 720.0799999999999]","[7, 13, 10]","[25, 31, 20]"
1171,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 31, 36, 24, 38, 36, 28, 29, 32, 34, 36]","[1, 7, 7, 12, 10, 8, 11, 8, 5, 7, 7]","[0, 5, 10, 6, 0, 8, 0, 9, 9, 6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 50.0, 100.0, 60.0, 0.0, 80.0, 0.0, 90.0, 90.0, 60.0, 40.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 50, 100, 60, 0, 80, 0, 90, 90, 60, 40]",surf,"[223.7, 266.98, 346.40000000000003, 236.65999999999997, 315.64, 309.61000000000007, 226.85999999999999, 171.29999999999995, 282.53, 302.23999999999995, 321.86999999999995]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 20, 25, 21, 15, 23, 15, 24, 24, 21, 19]"
1172,"[0, 0, 0, 0, 0, 124, 0, 83, 199]","[0, 0, 0, 0, 30, 78, 56, 72, 76]","[0, 0, 0, 0, 9, 26, 13, 24, 13]","[0, 0, 0, 0, 0, 18, 18, 10, 10]","[0, 0, 0, 0, 0, 69, 64, 42, 63]","[0.0, 0.0, 0.0, 0.0, 0.0, 185.79, 181.92, 103.75, 107.86]","[0.0, 0.0, 0.0, 0.0, 0.0, 3.7199999999999998, 0.0, 2.4899999999999998, 5.97]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.07, 1.92, 1.26, 1.89]","[0, 0, 0, 0, 0, 180, 180, 100, 100]",surf,"[0.0, 0.0, 0.0, 0.0, 258.25, 623.2000000000002, 455.94, 582.5799999999999, 698.5100000000001]","[0, 0, 0, 0, 30, 119, 114, 92, 113]","[0, 0, 0, 0, 11, 33, 33, 25, 25]"
1173,"[0, 0, 24]","[51, 52, 64]","[16, 10, 13]","[0, 0, 5]","[3, 19, 12]","[0.09, 0.57, 51.08]","[0.0, 0.0, 0.72]","[0.09, 0.57, 0.36]","[0, 0, 50]",surf,"[441.27, 455.57000000000005, 523.71]","[53, 69, 62]","[12, 12, 20]"
1174,"[0, 0, 0, 0, 71, 31, 52, 141, 126, 0, 89]","[0, 0, 0, 13, 74, 62, 67, 66, 73, 65, 76]","[0, 0, 0, 6, 7, 17, 12, 22, 13, 18, 13]","[0, 0, 0, 0, 7, 5, 14, 0, 7, 3, 0]","[0, 0, 0, 0, 33, 21, 24, 21, 24, 37, 22]","[0.0, 0.0, 0.0, 0.0, 73.12, 51.56, 142.28, 4.859999999999999, 74.5, 31.11, 3.33]","[0.0, 0.0, 0.0, 0.0, 2.13, 0.9299999999999999, 1.56, 4.2299999999999995, 3.78, 0.0, 2.67]","[0.0, 0.0, 0.0, 0.0, 0.99, 0.63, 0.72, 0.63, 0.72, 1.1099999999999999, 0.6599999999999999]","[0, 0, 0, 0, 70, 50, 140, 0, 70, 30, 0]",surf,"[0.0, 0.0, 0.0, 119.92, 570.9300000000001, 530.5199999999999, 551.91, 640.8000000000001, 626.0800000000002, 450.31, 588.7899999999998]","[0, 0, 0, 9, 83, 71, 74, 71, 74, 87, 72]","[0, 0, 0, 3, 22, 20, 29, 15, 22, 18, 13]"
1175,"[142, 171, 81]","[77, 75, 64]","[20, 13, 9]","[6, 4, 1]","[0, 0, 0]","[64.26, 45.13, 12.43]","[4.26, 5.13, 2.4299999999999997]","[0.0, 0.0, 0.0]","[60, 40, 10]",surf,"[641.9399999999999, 670.2, 580.46]","[26, 34, 35]","[21, 19, 16]"
1176,"[0, 0]","[21, 53]","[6, 18]","[0, 14]","[0, 8]","[0.0, 140.24]","[0.0, 0.0]","[0.0, 0.24]","[0, 140]",surf,"[178.46999999999997, 488.17]","[34, 58]","[14, 29]"
1177,[0],[48],[14],[3],[0],[30.0],[0.0],[0.0],[30],surf,[375.64],[25],[18]
1178,"[0, 0]","[53, 45]","[6, 11]","[1, 4]","[0, 0]","[10.0, 40.0]","[0.0, 0.0]","[0.0, 0.0]","[10, 40]",surf,"[421.22, 410.54999999999995]","[47, 43]","[16, 19]"
1179,"[0, 0, 0, 80, 0, 0, 0, 0]","[0, 0, 5, 69, 52, 42, 64, 66]","[0, 0, 1, 10, 22, 15, 11, 14]","[0, 0, 0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 2.4, 0.0, 0.0, 30.0, 0.0]","[0.0, 0.0, 0.0, 2.4, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 30, 0]",surf,"[0.0, 0.0, 71.63, 579.49, 464.55, 325.82, 493.26, 488.0399999999999]","[0, 0, 1, 19, 22, 16, 11, 20]","[0, 0, 1, 14, 15, 15, 18, 14]"
1180,,,,,,,,,,,,,
1181,"[0, 65, 270, 0, 0, 22, 0, 147]","[58, 55, 79, 52, 64, 63, 50, 73]","[10, 12, 12, 16, 15, 14, 16, 10]","[0, 0, 0, 1, 2, 5, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 1.95, 8.1, 10.0, 20.0, 50.66, 0.0, 34.41]","[0.0, 1.95, 8.1, 0.0, 0.0, 0.6599999999999999, 0.0, 4.41]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 10, 20, 50, 0, 30]",surf,"[457.53, 564.6899999999999, 770.0899999999998, 413.96999999999997, 494.78999999999996, 521.5299999999999, 398.28000000000003, 646.99]","[19, 25, 22, 24, 25, 31, 31, 27]","[15, 14, 15, 16, 17, 20, 13, 18]"
1182,"[0, 0, 0, 0, 0, 0, 0]","[31, 26, 22, 22, 19, 25, 27]","[4, 9, 5, 3, 5, 4, 5]","[3, 3, 4, 4, 5, 7, 2]","[0, 0, 0, 0, 0, 0, 0]","[30.0, 30.0, 40.0, 40.0, 50.0, 70.0, 20.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[30, 30, 40, 40, 50, 70, 20]",surf,"[292.87, 238.05000000000004, 173.93, 233.64000000000001, 160.41, 211.66000000000003, 208.11]","[4, 0, 2, 4, 2, 0, 2]","[18, 18, 19, 19, 20, 22, 17]"
1183,"[0, 0, 0, 91, 102]","[0, 0, 0, 76, 74]","[0, 0, 0, 19, 17]","[0, 0, 0, 3, 3]","[0, 0, 0, 48, 53]","[0.0, 0.0, 0.0, 34.17, 34.65]","[0.0, 0.0, 0.0, 2.73, 3.06]","[0.0, 0.0, 0.0, 1.44, 1.5899999999999999]","[0, 0, 0, 30, 30]",surf,"[0.0, 0.0, 0.0, 590.5999999999999, 601.3299999999999]","[0, 0, 0, 98, 103]","[0, 0, 0, 18, 18]"
1184,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1185,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 52, 54, 62, 55, 58, 69, 58, 64, 58, 63]","[10, 14, 15, 25, 16, 10, 14, 10, 12, 12, 20]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[286.05000000000007, 432.85, 419.07000000000005, 499.87, 479.75000000000006, 455.66, 588.46, 490.47999999999996, 564.5, 545.03, 529.69]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 22, 27, 31, 22, 26, 26, 18, 24, 29, 30]"
1186,,,,,,,,,,,,,
1187,"[0, 0, 128, 78, 0, 95, 76, 68, 65, 144]","[0, 37, 69, 66, 58, 65, 65, 66, 66, 71]","[0, 14, 22, 9, 9, 16, 16, 15, 16, 13]","[0, 0, 2, 10, 6, 8, 0, 3, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 23.84, 102.34, 60.0, 82.85, 2.28, 32.04, 11.95, 24.32]","[0.0, 0.0, 3.84, 2.34, 0.0, 2.85, 2.28, 2.04, 1.95, 4.32]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 20, 100, 60, 80, 0, 30, 10, 20]",surf,"[0.0, 325.37, 627.8199999999999, 577.46, 446.18999999999994, 594.37, 575.28, 568.1099999999999, 564.73, 643.5600000000002]","[0, 7, 6, 11, 11, 10, 10, 15, 8, 9]","[0, 9, 17, 25, 21, 23, 15, 18, 16, 17]"
1188,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 33, 38, 37]","[0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 251.57000000000002, 317.9099999999999, 273.71000000000004]","[0, 0, 0, 0, 0, 0, 0, 0, 47, 40, 52]","[0, 0, 0, 0, 0, 0, 0, 0, 14, 21, 26]"
1189,"[0, 0, 0]","[47, 34, 36]","[11, 11, 9]","[8, 1, 4]","[0, 0, 0]","[80.0, 10.0, 40.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[80, 10, 40]",surf,"[463.93, 308.99, 346.24000000000007]","[48, 41, 32]","[23, 16, 19]"
1190,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]",ultimate,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
1191,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 35, 46, 52, 50, 55, 61, 58, 54]","[0, 0, 0, 12, 14, 14, 16, 17, 12, 13, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[0.0, 0.0, 0.0, 299.37, 352.13, 403.25000000000006, 354.25, 404.16000000000014, 501.68, 521.47, 462.72999999999996]","[0, 0, 0, 8, 18, 12, 13, 14, 16, 11, 9]","[0, 0, 0, 6, 17, 16, 14, 18, 16, 16, 11]"
1192,"[0, 44]","[55, 70]","[15, 14]","[0, 0]","[0, 0]","[0.0, 1.3199999999999998]","[0.0, 1.3199999999999998]","[0.0, 0.0]","[0, 0]",surf,"[407.66000000000014, 543.6800000000002]","[25, 36]","[10, 7]"
1193,"[0, 0, 0, 0, 0]","[28, 22, 25, 29, 23]","[10, 5, 4, 2, 4]","[2, 6, 2, 6, 1]","[20, 12, 9, 9, 1]","[20.6, 60.36, 20.27, 60.27, 10.03]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.6, 0.36, 0.27, 0.27, 0.03]","[20, 60, 20, 60, 10]",surf,"[261.77000000000004, 148.54999999999998, 202.9, 238.64999999999998, 175.9]","[70, 62, 59, 59, 51]","[17, 21, 17, 21, 16]"
1194,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 23, 16, 27, 18]","[0, 0, 0, 24, 38, 9, 11]","[0.0, 0.0, 0.0, 230.72, 161.14, 270.27, 180.33]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.72, 1.14, 0.27, 0.32999999999999996]","[0, 0, 0, 230, 160, 270, 180]",surf,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 10, 74, 88, 59, 61]","[0, 0, 5, 38, 31, 42, 33]"
1195,"[0, 0, 0, 0, 62, 176]","[0, 0, 0, 43, 66, 80]","[0, 0, 0, 6, 20, 20]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 75, 86]","[0.0, 0.0, 0.0, 0.0, 4.109999999999999, 7.859999999999999]","[0.0, 0.0, 0.0, 0.0, 1.8599999999999999, 5.279999999999999]","[0.0, 0.0, 0.0, 0.0, 2.25, 2.58]","[0, 0, 0, 0, 0, 0]",surf,"[0.0, 0.0, 0.0, 314.28000000000003, 561.47, 675.95]","[0, 0, 0, 45, 125, 136]","[0, 0, 0, 10, 14, 15]"
1196,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[61, 63, 71, 58, 64, 59, 74, 64, 54, 68, 74]","[18, 14, 11, 16, 19, 16, 17, 16, 12, 15, 17]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0]",ultimate,"[512.32, 459.8999999999999, 508.75, 457.98, 549.94, 492.78, 648.65, 470.29999999999995, 473.32000000000005, 571.1800000000001, 643.6]","[34, 23, 28, 30, 37, 25, 29, 29, 29, 34, 28]","[15, 23, 32, 22, 24, 21, 25, 30, 21, 22, 18]"
